id,ip_address,city,country,Times login,job_title,Age,Time_since_registration,Purchases_last_month,Unique_person_ID,IS_VIP_Client
860,209.136.4.176,Jiapeng,CN,1,Senior Quality Engineer,73,41,3558,b96df8e5-57f1-4be9-b336-9fd8cd2083e3,1
484,74.228.165.86,Linjiang,CN,1,Desktop Support Technician,64,42,1994,8c62fe67-f774-48d5-a587-42d55a8cd739,0
142,43.97.245.205,Xiangzikou,CN,3,VP Accounting,21,43,417,09e6ad8c-9f6e-49ca-a2af-c52baeb1e9b0,0
990,178.218.206.71,Laocheng,CN,6,Dental Hygienist,28,43,3605,0fa840eb-a0bd-497b-a282-d6598421d627,1
574,122.114.221.5,Fengshan,CN,2,Senior Sales Associate,76,43,2525,b82269d3-dacc-443f-b204-8c7e26b6138f,1
396,167.103.133.96,Baipenzhu,CN,2,Registered Nurse,46,44,4631,e2d2fe85-08f1-4a4c-963b-961477797ab6,0
8,149.211.1.173,Xiayang,CN,2,Cost Accountant,50,44,1164,6b9360bb-8465-48de-a72b-8a9b9e3376d2,0
726,49.225.104.88,Huzhen,CN,1,Civil Engineer,53,45,3889,96f27e8b-a6d4-45ba-8afe-f8fbe9f2bab7,0
870,138.230.183.170,Danyang,CN,1,Systems Administrator II,72,45,3359,3f7bc92e-ea0b-4dbf-bfd6-21a42ef637a6,1
840,128.247.82.39,Lanxi,CN,3,Community Outreach Specialist,52,46,1079,385e7da5-cf47-457f-8bbc-53a62baa91c1,0
684,145.234.227.177,Aimin,CN,1,Financial Analyst,66,46,602,582d1cd2-8ff4-4074-97ff-950dc45211fb,0
970,43.41.54.130,Shewopo,CN,3,Automation Specialist II,54,47,1884,109905bf-fa13-43f4-8234-0863f6c8e17d,1
978,12.212.201.159,Sishiba,CN,2,Registered Nurse,71,47,2174,a760a958-0d4a-4ace-b176-b4152a092e02,1
341,148.85.209.104,Zhoutou,CN,2,Registered Nurse,19,48,3537,b2183856-c1ab-40a1-ae1d-2dc9ccb35ba5,1
471,238.105.102.206,Shangyanzhuang,CN,1,Analyst Programmer,61,48,727,719d6a93-14d7-40fb-9d5c-86e665c2cb4c,1
985,38.163.193.169,Hengjie,CN,2,Executive Secretary,37,49,3396,feef091e-abcf-40db-bfe1-ebebc2af7157,1
709,45.101.162.208,Xuedian,CN,3,Geologist I,40,49,1046,d8501ef8-94af-4a6c-bdb4-90f8c1d06d86,1
885,175.150.197.212,Dongting,CN,1,Data Coordiator,57,49,3892,8b873428-81fa-49e3-86b1-c8b84e8bbcd0,1
943,235.223.219.10,Tianchi,CN,4,Help Desk Operator,31,50,225,14f0b48c-b0d5-4105-8e7e-3884638c2afa,1
422,225.187.49.225,Lanyi,CN,1,Tax Accountant,35,50,1364,3647a41d-7056-412d-9aaa-3225356c1642,1
706,18.63.166.252,Shifo,CN,1,VP Product Management,49,51,4954,e8109006-e43e-4e55-9226-1302628af67b,1
184,7.168.58.94,Nansan,CN,1,Project Manager,66,52,2999,d9612d22-0837-4bbc-83b8-8d5e4cfaa6fd,1
807,42.131.92.59,Zhengchang,CN,1,Human Resources Assistant III,67,52,2997,5ee705b6-7e10-4e8f-a108-cd08d7ef76de,1
115,58.138.131.5,Xuanzhou,CN,1,Administrative Officer,34,53,4232,f54f0ee3-50ec-4db7-b3d6-eada0affe31d,1
483,15.105.121.61,Shisandaogou,CN,3,Statistician IV,54,53,1695,3064425f-5dd5-416d-917f-0b45a02ac032,1
897,137.50.151.173,Yangzizhou,CN,1,Technical Writer,69,56,3958,4d76a4ea-8554-4193-8d19-1abfa4162e8c,1
501,119.165.159.201,Hucheng,CN,3,Clinical Specialist,34,57,4512,5ba34052-5722-4a5a-8d6b-ef13b710afa2,1
247,7.148.97.186,Chating,CN,1,Computer Systems Analyst IV,37,57,2613,4816e899-cab8-4564-8137-37096752b517,1
220,175.169.231.10,Longtou,CN,1,Human Resources Assistant I,56,57,2985,6b424974-bf25-4035-829b-5f61e87734c1,1
38,131.49.139.191,Yangqiao,CN,1,Associate Professor,60,57,2551,8b20d84b-3fea-4f88-9f88-a1c394503add,1
477,245.149.247.168,Chengxi,CN,1,Structural Engineer,61,57,4521,b19c65c2-b47d-439b-9b17-b8f50eaaa259,1
407,42.48.210.69,Qinghe,CN,2,Electrical Engineer,64,57,2198,bbb0052d-688f-4214-a68c-3cfc58f309a0,1
313,86.74.162.45,Xigebi,CN,3,Research Nurse,56,58,3674,0548bfe4-b75d-46b0-9b3e-271e261721fb,1
858,1.152.7.189,Jinggan,CN,1,Clinical Specialist,67,58,1079,cc73f1ff-528a-4fbd-8878-520a57ae0bcf,1
7,103.11.171.197,Shuozhou,CN,2,Information Systems Manager,57,59,750,99450f7b-99ac-4f06-ab57-78752115cc0e,1
29,182.224.3.60,Huangcun,CN,3,Health Coach II,65,59,466,826613e9-5438-4607-97c5-d051903a72f8,0
528,31.254.58.171,Oroin Xibe,CN,2,Account Coordinator,36,60,3621,62ea3e39-a700-4942-bb88-a99b60a92702,0
395,107.193.86.47,Fenglin,CN,1,Nurse Practicioner,46,60,3608,1560e4d8-177f-4475-83c3-25d85139ca45,1
562,70.105.196.232,Xiaoying,CN,2,Account Representative II,50,60,3762,d90d1061-f528-4c48-9a16-5288f82a3db3,0
467,74.95.25.240,Xiejiatan,CN,1,Senior Financial Analyst,76,61,4721,13af97a2-75e5-40cc-ac8a-f5775edb4be8,0
722,122.230.125.252,Huarong,CN,1,Office Assistant III,27,62,85,1a009db8-8da7-4558-968c-28260fb96a37,0
923,67.246.207.130,Zhaodong,CN,1,Analog Circuit Design manager,65,63,3414,db948c45-b714-49cc-8854-a8edf9b5cdf4,0
255,233.30.152.181,Guandukou,CN,3,Recruiting Manager,39,64,2678,b26d9c9f-7214-4657-a857-802cd8b012b9,0
94,55.56.47.250,Hongguang,CN,4,General Manager,45,64,4220,e0d4b0a8-6eab-458f-8476-2b03e9a8385a,0
121,148.164.248.23,Shigu,CN,1,Environmental Tech,53,64,3557,e65a4e27-5936-4d3f-81ac-468cfdc48b5f,0
849,245.82.206.106,Xijia,CN,2,Associate Professor,27,65,4629,776b488a-287e-46f9-bfa7-f094306645ff,0
104,40.254.202.132,Tuofeng,CN,8,Food Chemist,67,65,4548,d0d77bb9-7b45-412e-8110-b33a4fec66a3,0
453,74.11.238.82,Caozhen,CN,4,Actuary,68,65,512,4d48091a-cfb9-462e-83ed-ce482ea8f96a,1
616,252.73.233.216,Huxu,CN,1,Director of Sales,69,65,4683,4fae3b57-de69-4dd5-881d-7ebad7435beb,0
311,13.122.124.107,Ni’ao,CN,4,Graphic Designer,19,66,1469,103fd202-d2ef-475f-b722-3b40843a3a23,0
183,29.140.151.255,Huaishu,CN,1,Senior Sales Associate,28,66,1987,9f9e7940-c041-4b87-a8fc-32935b6a9d4e,0
623,94.0.15.55,Jinji,CN,1,Statistician II,28,66,4813,d380b121-cad8-4d54-bf38-816943b8f98c,0
702,24.161.45.219,Shitouhe,CN,1,Graphic Designer,30,66,1026,34eb4cfa-ecf7-430e-99ca-4178fee365c4,0
64,184.93.106.19,Chisong,CN,2,Structural Analysis Engineer,55,66,2608,ce81f7f7-8112-42ab-ab43-07b25c08150e,0
836,185.11.101.111,Xidoupu,CN,4,Business Systems Development Analyst,40,67,1448,74ed21cf-9ef7-488b-995d-f077cd584b95,0
895,96.135.33.246,Shi’ao,CN,2,GIS Technical Architect,67,67,4784,bafb8c19-c691-4114-bb88-5ec26dbb4a34,1
253,226.178.205.92,Maishi,CN,1,Environmental Specialist,29,68,2415,f0d0c84f-76fb-4651-a52c-79ae32811813,0
743,217.29.42.49,Jincheng,CN,2,Computer Systems Analyst III,44,68,3410,658aa02d-2885-4f8a-a76f-576df6d5e205,0
482,93.21.161.38,Hebian,CN,1,Engineer II,69,68,2343,3394c557-cc4c-46e1-a458-0bbd9205f6ec,0
62,222.54.135.102,Xinhuang,CN,1,Statistician II,64,69,3152,71cb24e0-61b7-40fa-8559-158969c12a2f,1
925,125.109.71.203,Reshui,CN,4,Senior Sales Associate,30,70,1197,0efdd8e1-1393-4f3a-bf4a-45a8fb8c2ce0,0
545,215.211.176.179,Qijiazuo,CN,1,Speech Pathologist,35,70,549,590ca2bf-490e-41b4-b1e0-730d62b95808,0
391,226.117.141.34,Shiqiaotou,CN,1,Marketing Assistant,58,70,4293,23dce20c-56a0-48ff-a740-fc3cbaa4cce6,0
309,33.139.167.181,Huoshaoping,CN,3,Structural Engineer,67,70,2458,93187c02-2b6f-4de6-b616-b39af81b6e1c,0
415,75.217.5.108,Yangfang,CN,1,Sales Representative,42,71,198,0fe5ff00-231a-4437-afde-e9615c554fa6,0
153,47.45.89.241,Tianfen,CN,1,Legal Assistant,70,71,1565,59b43f94-1193-4bda-9e54-ccd2953b5f11,1
581,128.188.196.12,Dandai,CN,1,Nuclear Power Engineer,70,71,2147,23c443ae-bf58-4ac4-ba2b-5018e6c48841,0
386,140.167.220.73,Zhonghechang,CN,1,VP Sales,71,71,797,6a668e39-7902-4f18-a4cd-be3e46f3048f,0
601,89.119.235.67,Tuoshi,CN,1,Occupational Therapist,20,72,1934,6fd0c6c2-c5d3-4c9d-998a-4f812e7efbe8,0
969,237.144.187.90,Guiwu,CN,1,Budget/Accounting Analyst III,25,72,2708,feabea9c-178e-4b79-9240-f08374b22f76,0
389,36.86.128.229,Tongxing,CN,2,Business Systems Development Analyst,32,72,4366,73161d58-f8ca-4f73-8964-c6d9539db31b,1
394,204.32.124.12,Gemo,CN,1,Senior Cost Accountant,38,72,2695,902810d9-67ca-4d3d-bdc0-57fde66abd9d,1
33,45.44.106.129,Wenheng,CN,1,Automation Specialist I,73,72,3662,4d8ef1c1-de44-4f10-a253-c4fe71691d18,1
288,140.249.2.162,Qibu,CN,1,Data Coordiator,63,73,395,b9924ea0-6132-4c7e-a67c-ef8478437493,1
522,62.18.108.224,Beishidian,CN,4,Assistant Professor,65,73,1717,935da973-04f9-484e-b3d2-ee57bf6557de,1
728,76.10.56.254,Lianzhu,CN,1,Sales Representative,19,74,500,00be5017-56a0-494c-8828-4b4fe6e07244,1
128,224.146.66.118,Lincheng,CN,1,Financial Analyst,39,74,4349,b2a9e9fa-2b44-4d66-907f-8fd7b7f6cc8d,1
493,138.18.144.134,Yangqing,CN,1,Analyst Programmer,59,74,6,bc7edd8c-4137-44ce-80b4-e5c4ba1cc5b3,1
679,71.76.244.21,Qingtang,CN,1,Accounting Assistant IV,59,74,3598,3c6aaa44-5b4e-4189-afba-556dd5087d39,1
325,60.76.126.138,Zhangshi,CN,2,Senior Developer,49,75,3075,f9b3edaf-934a-489d-ac87-7c336d71590a,0
78,148.27.138.80,Huangmei,CN,6,Chemical Engineer,72,75,3954,62585002-2ad7-43e0-8185-213712148d0c,1
762,175.195.207.49,Biru,CN,4,Assistant Professor,73,76,3008,e5b80733-934e-4007-98bb-c525ec6f0765,0
727,228.211.11.31,Chigorodó,CO,2,Assistant Media Planner,31,2,4502,030eba51-9a9c-4b34-b7b0-cb4f5b4c96d0,0
815,217.191.235.148,Leticia,CO,1,Operator,55,14,4703,ed0f38c9-7f14-4fa8-b569-2b19804e259b,0
960,2.230.202.188,Samacá,CO,2,Community Outreach Specialist,35,15,2177,d5cab648-a889-465e-8b87-463f2d9c2147,0
384,11.28.192.51,Candelaria,CO,2,Statistician II,49,18,2118,307d8434-349f-4b23-9adb-9b242894b04b,0
827,22.24.111.30,Honda,CO,1,Legal Assistant,25,20,426,ec74838b-3c4c-4b66-880c-54c1737116fc,0
512,173.124.173.191,Repelón,CO,8,Desktop Support Technician,65,31,845,652ba4e9-d882-4fa8-b37e-caf564e85c85,0
535,244.254.109.230,Chita,CO,1,Occupational Therapist,27,42,1666,3bb54b41-7aba-4095-b06e-2a5c2f431401,0
952,120.9.109.75,Puerto Berrío,CO,2,Compensation Analyst,32,46,4364,20d914ba-e6b0-4649-8592-00240924e8dd,0
965,217.150.67.53,Melgar,CO,1,Research Assistant I,20,52,3374,664c3c84-5d2e-46fe-b2f1-65b8d0845989,0
206,200.78.80.32,Mocoa,CO,2,Office Assistant IV,31,59,2353,b3527ac8-35dc-4155-a295-060909fd9a54,0
673,155.143.45.104,Sabanalarga,CO,3,Nurse,69,64,2819,d40b3d27-0585-4179-8785-8d030b303485,0
775,234.179.5.209,Belén de Umbría,CO,9,Information Systems Manager,58,74,1387,ea96503c-c414-41b1-8593-bbe1ecfc4d8f,0
122,31.80.40.183,San Rafael,CR,3,Account Coordinator,73,32,1610,fecf019d-fce4-4d48-af2a-dafa1b26c67c,0
804,34.119.38.172,Nicoya,CR,4,Media Manager I,61,38,3067,bb71ad9e-2bb3-4e5d-8fd8-c83ddf143838,0
711,183.187.209.216,Minas de Matahambre,CU,1,Environmental Specialist,27,14,3888,e9b71264-c29a-4188-9ecf-709e70b6bd76,0
647,104.203.246.153,Kyperoúnta,CY,1,Registered Nurse,60,54,4199,4a7c9f0b-d6a7-403a-8a99-19e3b112c369,1
362,152.212.49.247,Horní Cerekev,CZ,1,VP Accounting,67,9,584,3d44de53-fae4-402e-a8cf-af5afbd1532d,1
730,53.179.89.187,Mistřice,CZ,1,Accounting Assistant II,23,11,1258,cdc6775f-d77d-4597-a77b-39ffebba0228,1
595,26.218.180.149,Nedašov,CZ,1,Teacher,64,20,224,125b2408-f12c-4ba9-bf76-8deac851b23a,1
345,31.83.231.216,Nový Knín,CZ,1,Assistant Professor,55,21,3057,78df2af2-8c41-485f-b1e5-9883da004389,1
139,239.132.26.14,Chyšky,CZ,1,VP Sales,64,24,3601,23d6cca1-479f-449c-b2a2-ae566c2da6e1,0
274,170.214.232.128,Zliv,CZ,4,Compensation Analyst,20,25,4255,1597fe78-ccbe-4368-817f-7177e227ae4e,0
491,189.123.243.153,Bořetice,CZ,2,Health Coach III,27,40,317,1995eb6a-10e7-4899-8421-49ce8b96df66,0
278,112.189.110.248,Volary,CZ,2,Help Desk Operator,76,41,4066,6b09e3fc-4c1d-4305-a704-a9a737d637ff,0
259,104.54.120.103,Zašová,CZ,1,Financial Analyst,71,55,2182,daa169f4-ebd3-422d-9b90-27b9484f5593,0
663,202.153.58.23,Dobrá,CZ,1,Human Resources Assistant IV,76,62,3152,0d76fcae-be60-47ff-baa6-621e2ef9467a,0
620,242.49.230.238,Sviadnov,CZ,3,Human Resources Assistant III,70,67,1525,f2b5a687-bf14-4cd7-b3a0-5de9483c9699,0
650,178.185.31.149,Vyškov,CZ,1,Financial Analyst,59,68,642,de6f4c9b-e6fa-4c00-9771-a34ad0bacff6,1
526,202.35.214.150,Sviadnov,CZ,1,Accountant I,45,71,4376,58456599-9037-4a8e-8421-ac33cadf1de3,0
280,241.235.92.40,Červená Voda,CZ,1,Sales Representative,65,71,4271,067c2cb5-f240-427c-b86e-40e04a141306,0
99,127.245.181.149,Wiesbaden,DE,2,Data Coordiator,30,13,1452,8fbb3495-f026-4e83-93cc-0b441aac51fa,0
865,59.44.155.105,Köln,DE,1,Nurse,43,17,1636,9854d99a-b319-4e41-9f00-3461258f2247,0
460,145.88.147.163,Braunschweig,DE,1,Teacher,57,62,2239,d9fdf3df-101b-46e6-b516-82c29cf86b4b,0
283,64.33.86.122,København,DK,3,Account Coordinator,47,6,4332,9c3d55dc-914d-40c7-a64d-6d4b8cde4dad,1
291,73.148.93.206,Hato Mayor del Rey,DO,2,Marketing Manager,34,18,1864,af8c212a-844e-40fe-b576-f059ba9a52d7,0
416,37.80.23.255,Nagua,DO,1,Help Desk Technician,45,18,3598,6c5a4995-c445-4010-898a-3c761389922c,0
697,236.179.201.210,Las Matas de Farfán,DO,1,Accountant III,47,45,4770,e162a347-f666-4d0e-92c2-ec6f0a2eb0aa,0
703,82.145.168.238,Vinces,EC,2,Payment Adjustment Coordinator,42,33,3518,e9a820e0-9df3-41a1-8ffa-2aa5c81fcfad,1
322,251.173.36.48,La Maná,EC,1,Programmer Analyst III,49,34,1326,279b03fc-1705-4f13-9abd-a898090ce421,0
350,171.246.174.144,Wilfrido Loor Moreira,EC,2,Software Engineer IV,67,53,2806,cfcd1211-fc8b-4797-a814-a51d56f89146,0
973,32.10.249.25,Nueva Loja,EC,2,Quality Control Specialist,44,63,1097,bef782ae-370b-4ec5-8588-c0723a0be5bb,0
39,249.52.228.187,La Maná,EC,1,Software Consultant,67,68,4550,8458411a-8b66-4794-b33c-78d7cfedec49,0
816,103.214.217.69,Kohila,EE,3,Clinical Specialist,65,49,3845,3365b12d-c346-4189-93ef-88382459ba78,0
449,110.87.152.161,Kousa,EG,2,VP Marketing,20,51,4047,aa1c976c-c012-498c-9bb1-ec9bc0c6b3aa,0
392,216.34.185.134,Vigo,ES,1,Geologist III,24,3,2813,b4778c6f-5e90-4038-abf6-799450b2cf12,0
379,87.9.227.161,Valencia,ES,1,Account Coordinator,35,6,1514,e0c9c154-fd74-420a-8c29-d6df7af2e24f,0
915,98.88.53.102,Lleida,ES,1,Software Test Engineer IV,36,11,3128,55980ecf-13f0-423f-b1c6-8bde45be10db,1
613,241.37.199.122,Sant Cugat Del Valles,ES,2,Administrative Assistant I,32,57,1109,932be58d-0085-4d6e-8ee5-b5577575d7da,0
579,226.209.53.167,Maych’ew,ET,2,Budget/Accounting Analyst II,49,9,2711,ad5ce9bc-9c9a-4a87-8090-fd4b36c1f5c4,1
349,106.74.177.118,Werota,ET,2,Nurse,56,18,3591,7830591f-58c0-4d42-ad60-2f8cd6c6e404,0
101,83.101.92.254,Genet,ET,5,Computer Systems Analyst IV,24,64,1458,ecbee816-7038-4498-98fc-62f240e83b91,0
145,227.239.156.237,Honkajoki,FI,3,Occupational Therapist,37,64,4939,da1a5328-f7ed-4d65-927a-fc44c73c745d,0
710,15.231.87.94,Sørvágur,FO,1,Social Worker,22,50,2675,444725a5-2ef0-4555-b9f1-eceb655d61c5,0
818,175.14.178.31,Vitrolles,FR,1,Operator,61,4,3586,461d39d9-074d-4acc-94d7-114bb1ae26ad,0
767,214.212.137.247,Nantes,FR,1,Project Manager,21,6,3482,7e9e8202-e971-4f15-9332-ccdfddebef6d,0
812,100.47.77.244,Nantes,FR,1,Senior Cost Accountant,46,10,560,0106f6ab-95e0-48cc-8ba7-570b78ec8572,1
229,97.119.205.217,Montpellier,FR,1,Systems Administrator III,45,12,2541,ea7b33dd-74af-4e35-8016-23556cd09b50,0
304,29.35.240.90,Nogent-sur-Marne,FR,1,Clinical Specialist,51,12,1612,b63efcc5-e627-4bc5-8d9f-4cf02cff7102,0
976,230.186.146.151,Saint-Louis,FR,3,Programmer I,54,13,3818,2941888f-7047-44c8-85a8-7ee1fe1e60aa,0
472,242.243.176.101,Bonneuil-sur-Marne,FR,2,Software Engineer II,33,16,3098,d670ef14-b15e-4cf0-8be5-bf17e19e8444,0
944,213.125.123.225,Vannes,FR,2,Staff Scientist,49,21,3186,ccf84395-d722-49ec-92c0-31e148407963,0
935,156.107.84.155,Étampes,FR,1,VP Sales,47,23,3367,24d760b2-a475-4250-bcbc-736ff379ae67,0
193,46.68.220.28,Blois,FR,1,GIS Technical Architect,66,23,4298,f3fba3f7-de69-4147-a90b-004b3d89c1dd,0
446,31.91.24.24,Angers,FR,1,Senior Financial Analyst,71,23,205,af67fdcb-70aa-42b3-9f10-a83017bd791a,0
845,110.125.245.169,Le Mans,FR,1,Research Associate,53,24,4570,14b1f166-4eef-4bee-9846-b4e8a50e85e0,0
888,103.119.169.239,Landivisiau,FR,3,Accounting Assistant II,40,29,3965,446c3cd5-d366-4c7e-a5fc-28c7d15a6064,0
418,105.38.2.252,Fleury-les-Aubrais,FR,1,Data Coordiator,36,31,3433,9f78879e-cadb-4d7e-9d93-93008de37f1e,0
606,119.163.244.228,Nancy,FR,1,Assistant Media Planner,35,33,4069,52069356-e303-453d-b296-ab673e143f41,0
659,110.228.77.188,Creil,FR,1,Data Coordiator,35,33,2290,68cde535-6ba4-48e5-b608-d08c32342566,0
403,22.110.13.91,Nantes,FR,1,Design Engineer,37,33,2195,57f966b0-88eb-4840-a300-86a6721b5261,0
224,28.112.48.69,Longjumeau,FR,2,Environmental Specialist,27,36,2479,c17b64dc-2776-484f-bc1b-501fb8e56367,0
1,112.98.237.176,Dijon,FR,1,Data Coordiator,34,39,4842,0056b9fc-4425-4406-9744-673b0419f830,0
390,254.174.225.103,Évreux,FR,2,Mechanical Systems Engineer,31,47,1014,d0d8fe0d-e3ce-4d59-bd2a-3a119e7d3227,0
44,39.198.30.243,Massy,FR,1,Data Coordiator,56,52,1967,29432363-8eb9-4711-89c6-37ab677513b0,0
200,185.158.70.34,Villefranche-sur-Saône,FR,4,Electrical Engineer,42,53,4909,3185e5f9-fbeb-4f45-8304-cc7d5bad72e8,0
770,27.103.224.246,Angoulême,FR,3,Budget/Accounting Analyst I,31,57,2870,13648307-4528-4a1c-b465-e2660d2e763c,0
949,173.218.22.135,Paris 13,FR,1,Speech Pathologist,49,57,2532,8355d3c0-c98b-4158-9482-cefaa2ad2f7a,0
17,144.226.15.236,Niort,FR,1,Librarian,24,59,2404,d6744128-68ab-41f6-81a8-b9589b45309e,0
751,214.105.244.235,Lille,FR,1,Analyst Programmer,31,69,248,be77166c-5cd4-4f87-89f3-e5854d742526,0
918,31.140.120.49,Nîmes,FR,2,Senior Cost Accountant,36,71,3566,616d15be-426d-4ca6-b55a-da1e2ab04526,0
150,4.255.15.109,Besançon,FR,1,Software Consultant,53,72,1889,58c7de47-dd1f-4b6b-99c0-a325421f7493,0
413,93.206.41.171,Paris 16,FR,1,Web Designer I,62,74,2880,2d1efe21-1383-4277-8181-155972deefa5,0
77,156.30.57.32,Upton,GB,3,Compensation Analyst,57,25,1333,1d8c858e-0441-4529-972c-e7524b13ec56,1
202,14.193.108.81,Normanton,GB,2,Chemical Engineer,66,43,3746,e4700369-4c84-4692-b12e-54f81f708f23,0
947,155.88.68.128,Brampton,GB,3,Structural Engineer,51,52,4436,3baa2d3d-9fcb-4ea5-9eb7-781bf1975822,0
525,254.124.141.244,London,GB,3,Administrative Officer,41,53,1503,c8da483c-6394-428d-bd1e-bf1fdf1f715b,0
578,107.10.116.78,Gaïtánion,GR,2,Account Representative III,64,3,1669,dfb768a1-d3d6-49ad-b78c-94a7e64faf36,1
662,78.72.83.213,Anthoúsa,GR,4,Senior Financial Analyst,23,7,1098,6defdc3e-dbed-4a38-a860-a8f1e0b4d90f,1
546,61.143.101.38,Kyparissía,GR,6,Senior Cost Accountant,45,29,4599,387dcfa3-be82-4af5-8456-70850d07d932,0
844,141.46.0.120,Pérama,GR,2,Paralegal,19,31,2371,06136e9b-4e43-4444-bfb9-b1285301d14a,0
764,241.143.173.29,Periyiáli,GR,8,Senior Developer,60,38,3228,4fa789b7-e80c-4ffa-a6bd-57c65c431326,0
265,17.31.212.2,Áno Kómi,GR,1,Teacher,37,44,3904,7e4f5929-3025-4e04-a15a-bcbe6aa0e175,0
705,4.182.42.122,Vrýses,GR,1,Software Test Engineer IV,56,45,23,0af76027-4b80-4305-a629-7493441b4dbf,0
982,144.138.7.109,Avlónas,GR,1,Recruiting Manager,37,49,4398,0fe3e053-43f4-4cfe-986a-8077b9d266ae,0
583,117.24.152.187,Vlycháda,GR,2,Nuclear Power Engineer,30,54,3681,65e0e3f7-cbc2-4a60-853b-36419ae52e4c,0
172,76.111.36.244,Marína,GR,3,Operator,65,57,4367,0a71d389-2baa-4a7a-b7c9-8d18c0680fbb,0
2,123.46.170.136,Neochóri,GR,1,Speech Pathologist,40,60,4446,f51738c4-d5de-49b8-82be-f1e60f2375d4,0
701,252.201.66.193,Oinófyta,GR,1,Teacher,19,67,4236,cc12140a-f412-4711-b634-91388e98aa00,0
47,64.229.94.245,Thívai,GR,5,Senior Quality Engineer,56,67,1110,70f8446c-e9d2-48e7-a426-c450d063cb4d,0
58,100.249.52.202,Petroúpolis,GR,4,Software Engineer I,31,68,1149,040f34e1-ad28-48ba-94fe-3d3a4bd1ef39,0
358,54.230.247.58,Zográfos,GR,1,Operator,31,72,1753,d1995055-553a-4275-8a7c-191406ba3369,0
218,16.196.213.139,Almolonga,GT,1,Physical Therapy Assistant,31,10,2351,291a2419-15fb-40aa-823a-53b49ae89cde,1
230,99.1.118.135,Santa Cruz La Laguna,GT,1,VP Product Management,24,26,2374,88af71d8-482b-4a5d-9916-e0fce55e4337,0
136,129.94.149.99,La Unión,GT,3,Professor,57,44,3167,065bc38d-4f74-4e9d-a221-2c2a9b4faeb9,0
263,167.201.10.133,Casillas,GT,2,Research Assistant II,66,53,4864,da31cd5e-1fb8-47e7-b9eb-4472764a47e8,0
627,185.242.219.88,Yepocapa,GT,2,Project Manager,50,67,949,79a1cd1a-9be8-4885-868a-0c0e95e5731c,0
334,54.115.177.5,San José de Río Tinto,HN,2,Chief Design Engineer,36,40,2958,64a115b6-931d-4262-91c8-471611eb439d,0
462,142.74.243.73,San Esteban,HN,2,Recruiter,69,70,904,121583eb-0c8f-470f-b929-7c78cd0dc4e8,0
434,162.195.150.21,Vinica,HR,2,Marketing Assistant,31,24,891,22b1aebe-ac6e-4a4b-abed-4368ae218ae5,0
301,49.63.131.218,Zagreb,HR,4,Accounting Assistant II,37,38,2316,35cad40b-a6d8-45fa-8812-1bb598185ee2,0
260,224.87.19.176,Horvati,HR,4,Executive Secretary,49,42,2550,0d7b9b47-b5ac-4eaf-a71d-dd0f676e92ef,0
591,152.145.59.115,Senj,HR,1,Environmental Tech,27,71,1982,4a143890-adc6-4092-a9b1-4bc55071d919,0
155,184.198.129.140,Port-au-Prince,HT,2,Help Desk Operator,25,58,1592,b88a69c2-0720-43c1-bc96-b2be1149f0b8,0
221,224.81.213.199,Budapest,HU,3,Automation Specialist I,35,63,2416,d7f96952-9687-4520-b122-031b3f21e852,0
105,7.30.106.137,Cihideung Satu,ID,1,Operator,30,2,1344,4aabcb4c-536f-4bdf-8d74-edc048aebd02,0
687,91.32.161.22,Tundagan,ID,1,Dental Hygienist,36,2,2106,5ebe0592-8550-4aa4-b6fd-fc4c57d6099c,1
524,241.90.20.211,Sumuragung,ID,1,Associate Professor,23,4,2098,2de2d304-efd0-4309-8bd4-28c37c239c17,0
922,193.60.111.183,Pangligaran,ID,1,Administrative Assistant IV,22,6,3342,983b52d2-a63d-4a36-94c7-2209db425a40,0
448,159.171.229.44,Bantul,ID,1,Sales Associate,33,6,223,d726f987-c309-4bd3-ba19-805ef3db9d92,1
279,121.41.134.71,Manis Mekarwangi,ID,3,Assistant Media Planner,57,6,936,2446aa8d-1ff6-4f3c-9060-dc8d9003bb50,1
53,146.153.82.62,Soreang,ID,1,VP Quality Control,37,7,4695,41e785c4-12d3-4e34-a3f9-0b46f959aac1,1
920,90.41.5.10,Cikubang,ID,3,Recruiter,44,7,4619,4ccd2ad7-a099-4a0b-a407-f48d0860f2c6,1
192,238.188.204.162,Kebon,ID,6,Junior Executive,29,9,4823,f616128f-035c-49cf-9901-1ff102db520a,1
186,141.145.53.238,Lendangara Satu,ID,1,Nurse Practicioner,54,9,3214,5d1a5741-ce4a-4a3f-9c80-75e8fb2035df,1
97,68.237.238.236,Kaliwates,ID,1,Help Desk Operator,65,10,877,1e7ec3d5-1d63-4d39-a485-6ce0612707b3,1
164,183.5.155.125,Pericik,ID,1,Design Engineer,70,10,4097,7a14bfdb-f066-4a2c-83b4-5b99e876dd79,1
518,27.79.237.139,Cikupa,ID,1,Programmer II,46,12,1078,5d265356-1d5d-46b3-93c9-b2afe1e9eb6f,0
328,68.173.19.144,Sibubuhan,ID,2,Associate Professor,42,13,3246,12cdda31-0301-437c-a36e-060bab554367,1
664,40.161.125.201,Cibeureum,ID,1,Environmental Specialist,30,14,4884,e03f2272-83b7-47dc-b9d4-a91dc7355c99,0
305,122.251.5.16,Tempurejo,ID,1,Help Desk Operator,37,14,2301,d1846d47-5944-48ea-b52b-df56a035c6fe,0
